時間,設備,值
2024-10-26 15:57:49,SA-37/TEMPERATURE,27.98
2024-10-26 15:57:51,SA-37/TEMPERATURE,27.51
2024-10-26 15:57:53,SA-37/TEMPERATURE,27.98
2024-10-26 15:57:56,SA-37/TEMPERATURE,27.51
2024-10-26 15:57:58,SA-37/TEMPERATURE,27.98
2024-10-26 15:57:59,SA-37/TEMPERATURE,27.51
2024-10-26 15:58:03,SA-37/TEMPERATURE,27.98
2024-10-26 15:58:05,SA-37/TEMPERATURE,27.51
2024-10-26 15:58:19,SA-37/TEMPERATURE,27.98
2024-10-26 15:58:21,SA-37/TEMPERATURE,27.51
2024-10-26 15:58:29,SA-37/TEMPERATURE,27.98
2024-10-26 15:58:33,SA-37/TEMPERATURE,27.51
2024-10-26 15:58:37,SA-37/TEMPERATURE,27.98
2024-10-26 15:58:53,SA-37/TEMPERATURE,27.51
2024-10-26 15:58:55,SA-37/TEMPERATURE,27.98
2024-10-26 15:59:17,SA-37/TEMPERATURE,28.45
2024-10-26 15:59:19,SA-37/TEMPERATURE,27.98
2024-10-26 15:59:25,SA-37/TEMPERATURE,28.45
2024-10-26 15:59:27,SA-37/TEMPERATURE,27.98
2024-10-26 15:59:33,SA-37/TEMPERATURE,28.45
2024-10-26 15:59:37,SA-37/TEMPERATURE,27.98
2024-10-26 15:59:47,SA-37/TEMPERATURE,28.45
2024-10-26 15:59:49,SA-37/TEMPERATURE,27.98
2024-10-26 15:59:55,SA-37/TEMPERATURE,28.45
2024-10-26 16:00:17,SA-37/TEMPERATURE,27.98
2024-10-26 16:00:19,SA-37/TEMPERATURE,28.45
2024-10-26 16:00:47,SA-37/TEMPERATURE,28.92
2024-10-26 16:00:49,SA-37/TEMPERATURE,28.45
2024-10-26 16:01:21,SA-37/TEMPERATURE,28.92
2024-10-26 16:01:25,SA-37/TEMPERATURE,28.45
2024-10-26 16:01:29,SA-37/TEMPERATURE,28.92
2024-10-26 16:01:31,SA-37/TEMPERATURE,28.45
2024-10-26 16:01:39,SA-37/TEMPERATURE,28.92
2024-10-26 16:01:43,SA-37/TEMPERATURE,28.45
2024-10-26 16:01:45,SA-37/TEMPERATURE,28.92
2024-10-26 16:01:47,SA-37/TEMPERATURE,28.45
2024-10-26 16:01:55,SA-37/TEMPERATURE,28.92
2024-10-26 16:02:01,SA-37/TEMPERATURE,28.45
2024-10-26 16:02:05,SA-37/TEMPERATURE,28.92
2024-10-26 16:03:13,SA-37/TEMPERATURE,28.45
2024-10-26 16:03:21,SA-37/TEMPERATURE,28.92
2024-10-26 16:03:23,SA-37/TEMPERATURE,28.45
2024-10-26 16:03:27,SA-37/TEMPERATURE,28.92
2024-10-26 16:03:31,SA-37/TEMPERATURE,28.45
2024-10-26 16:03:33,SA-37/TEMPERATURE,28.92
2024-10-26 16:03:35,SA-37/TEMPERATURE,28.45
2024-10-26 16:03:45,SA-37/TEMPERATURE,28.92
2024-10-26 16:03:47,SA-37/TEMPERATURE,28.45
2024-10-26 16:04:05,SA-37/TEMPERATURE,27.98
2024-10-26 16:04:07,SA-37/TEMPERATURE,28.45
2024-10-26 16:04:15,SA-37/TEMPERATURE,27.98
2024-10-26 16:04:19,SA-37/TEMPERATURE,28.45
2024-10-26 16:04:29,SA-37/TEMPERATURE,27.98
2024-10-26 16:04:31,SA-37/TEMPERATURE,28.45
2024-10-26 16:04:33,SA-37/TEMPERATURE,27.98
2024-10-26 16:04:35,SA-37/TEMPERATURE,28.45
2024-10-26 16:04:39,SA-37/TEMPERATURE,27.98
2024-10-26 16:04:41,SA-37/TEMPERATURE,28.45
2024-10-26 16:04:49,SA-37/TEMPERATURE,27.98
2024-10-26 16:05:49,SA-37/TEMPERATURE,27.51
2024-10-26 16:05:51,SA-37/TEMPERATURE,27.98
2024-10-26 16:06:01,SA-37/TEMPERATURE,27.51
2024-10-26 16:06:05,SA-37/TEMPERATURE,27.98
2024-10-26 16:06:09,SA-37/TEMPERATURE,27.51
2024-10-26 16:06:21,SA-37/TEMPERATURE,27.98
2024-10-26 16:06:27,SA-37/TEMPERATURE,27.51
2024-10-26 16:06:41,SA-37/TEMPERATURE,27.98
2024-10-26 16:06:41,SA-37/TEMPERATURE,27.51
2024-10-26 16:06:43,SA-37/TEMPERATURE,27.98
2024-10-26 16:06:45,SA-37/TEMPERATURE,27.51
2024-10-26 16:06:49,SA-37/TEMPERATURE,27.98
2024-10-26 16:06:51,SA-37/TEMPERATURE,27.51
2024-10-26 16:06:55,SA-37/TEMPERATURE,27.98
2024-10-26 16:06:58,SA-37/TEMPERATURE,27.51
2024-10-26 16:07:16,SA-37/TEMPERATURE,27.98
2024-10-26 16:07:19,SA-37/TEMPERATURE,27.51
2024-10-26 16:07:25,SA-37/TEMPERATURE,27.98
2024-10-26 16:07:27,SA-37/TEMPERATURE,27.51
