時間,設備,值
2024-10-19 15:33:46,SA-37/TEMPERATURE,30.32
2024-10-19 15:33:47,SA-37/TEMPERATURE,29.85
2024-10-19 15:34:19,SA-37/TEMPERATURE,30.32
2024-10-19 15:34:23,SA-37/TEMPERATURE,29.85
2024-10-19 15:34:36,SA-37/TEMPERATURE,30.32
2024-10-19 15:34:37,SA-37/TEMPERATURE,29.85
2024-10-19 15:34:39,SA-37/TEMPERATURE,30.32
2024-10-19 15:34:41,SA-37/TEMPERATURE,29.85
2024-10-19 15:34:56,SA-37/TEMPERATURE,30.32
2024-10-19 15:34:57,SA-37/TEMPERATURE,29.85
2024-10-19 15:34:59,SA-37/TEMPERATURE,30.32
2024-10-19 15:35:01,SA-37/TEMPERATURE,29.85
2024-10-19 15:35:17,SA-37/TEMPERATURE,30.32
2024-10-19 15:35:19,SA-37/TEMPERATURE,29.85
2024-10-19 15:35:41,SA-37/TEMPERATURE,30.32
2024-10-19 15:35:45,SA-37/TEMPERATURE,29.85
2024-10-19 15:35:55,SA-37/TEMPERATURE,30.32
2024-10-19 15:35:57,SA-37/TEMPERATURE,29.85
2024-10-19 15:35:59,SA-37/TEMPERATURE,30.32
2024-10-19 15:36:01,SA-37/TEMPERATURE,29.85
2024-10-19 15:36:15,SA-37/TEMPERATURE,30.32
2024-10-19 15:36:20,SA-37/TEMPERATURE,29.85
2024-10-19 15:36:21,SA-37/TEMPERATURE,30.32
2024-10-19 15:36:23,SA-37/TEMPERATURE,29.85
2024-10-19 15:36:27,SA-37/TEMPERATURE,30.32
2024-10-19 15:36:29,SA-37/TEMPERATURE,29.85
2024-10-19 15:36:36,SA-37/TEMPERATURE,30.32
2024-10-19 15:36:37,SA-37/TEMPERATURE,29.85
2024-10-19 15:36:43,SA-37/TEMPERATURE,30.32
2024-10-19 15:36:47,SA-37/TEMPERATURE,29.85
2024-10-19 15:36:53,SA-37/TEMPERATURE,30.32
2024-10-19 15:36:59,SA-37/TEMPERATURE,29.85
2024-10-19 15:37:09,SA-37/TEMPERATURE,30.32
2024-10-19 15:37:15,SA-37/TEMPERATURE,29.85
2024-10-19 15:37:17,SA-37/TEMPERATURE,30.32
2024-10-19 15:37:19,SA-37/TEMPERATURE,29.85
2024-10-19 15:37:21,SA-37/TEMPERATURE,30.32
2024-10-19 15:37:25,SA-37/TEMPERATURE,29.85
2024-10-19 15:37:37,SA-37/TEMPERATURE,30.32
2024-10-19 15:37:39,SA-37/TEMPERATURE,29.85
2024-10-19 15:37:51,SA-37/TEMPERATURE,30.32
2024-10-19 15:37:56,SA-37/TEMPERATURE,29.85
2024-10-19 15:37:59,SA-37/TEMPERATURE,30.32
2024-10-19 15:38:02,SA-37/TEMPERATURE,29.85
2024-10-19 15:38:05,SA-37/TEMPERATURE,30.32
2024-10-19 15:38:08,SA-37/TEMPERATURE,29.85
2024-10-19 15:38:11,SA-37/TEMPERATURE,30.32
2024-10-19 15:38:13,SA-37/TEMPERATURE,29.85
2024-10-19 15:38:15,SA-37/TEMPERATURE,30.32
2024-10-19 15:38:17,SA-37/TEMPERATURE,29.85
2024-10-19 15:38:21,SA-37/TEMPERATURE,30.32
2024-10-19 15:38:23,SA-37/TEMPERATURE,29.85
2024-10-19 15:38:33,SA-37/TEMPERATURE,30.32
2024-10-19 15:38:35,SA-37/TEMPERATURE,29.85
2024-10-19 15:38:47,SA-37/TEMPERATURE,30.32
2024-10-19 15:38:49,SA-37/TEMPERATURE,29.85
2024-10-19 15:38:55,SA-37/TEMPERATURE,30.32
2024-10-19 15:39:01,SA-37/TEMPERATURE,29.85
2024-10-19 15:39:05,SA-37/TEMPERATURE,30.32
2024-10-19 15:39:10,SA-37/TEMPERATURE,29.85
2024-10-19 15:39:11,SA-37/TEMPERATURE,30.32
2024-10-19 15:39:15,SA-37/TEMPERATURE,30.79
2024-10-19 15:39:18,SA-37/TEMPERATURE,30.32
2024-10-19 15:39:19,SA-37/TEMPERATURE,29.85
2024-10-19 15:39:21,SA-37/TEMPERATURE,30.32
2024-10-19 15:39:25,SA-37/TEMPERATURE,29.85
2024-10-19 15:39:29,SA-37/TEMPERATURE,30.32
2024-10-19 15:39:33,SA-37/TEMPERATURE,29.85
2024-10-19 15:39:35,SA-37/TEMPERATURE,30.32
2024-10-19 15:39:37,SA-37/TEMPERATURE,29.85
2024-10-19 15:39:40,SA-37/TEMPERATURE,30.32
2024-10-19 15:39:41,SA-37/TEMPERATURE,29.85
2024-10-19 15:39:44,SA-37/TEMPERATURE,30.32
2024-10-19 15:39:45,SA-37/TEMPERATURE,29.85
2024-10-19 15:39:51,SA-37/TEMPERATURE,30.32
2024-10-19 15:39:53,SA-37/TEMPERATURE,29.85
2024-10-19 15:40:00,SA-37/TEMPERATURE,30.32
2024-10-19 15:40:05,SA-37/TEMPERATURE,29.85
2024-10-19 15:40:11,SA-37/TEMPERATURE,30.32
2024-10-19 15:40:13,SA-37/TEMPERATURE,29.85
2024-10-19 15:40:15,SA-37/TEMPERATURE,30.32
2024-10-19 15:40:17,SA-37/TEMPERATURE,29.85
2024-10-19 15:40:25,SA-37/TEMPERATURE,30.32
2024-10-19 15:40:27,SA-37/TEMPERATURE,29.85
2024-10-19 15:40:31,SA-37/TEMPERATURE,30.32
2024-10-19 15:40:33,SA-37/TEMPERATURE,29.85
2024-10-19 15:40:35,SA-37/TEMPERATURE,30.32
2024-10-19 15:40:37,SA-37/TEMPERATURE,29.85
2024-10-19 15:40:42,SA-37/TEMPERATURE,30.32
2024-10-19 15:40:44,SA-37/TEMPERATURE,29.85
2024-10-19 15:40:46,SA-37/TEMPERATURE,30.32
2024-10-19 15:40:51,SA-37/TEMPERATURE,29.85
2024-10-19 15:40:53,SA-37/TEMPERATURE,30.32
2024-10-19 15:41:01,SA-37/TEMPERATURE,29.85
2024-10-19 15:41:04,SA-37/TEMPERATURE,30.32
2024-10-19 15:41:08,SA-37/TEMPERATURE,29.85
2024-10-19 15:41:10,SA-37/TEMPERATURE,30.32
2024-10-19 15:41:11,SA-37/TEMPERATURE,29.85
2024-10-19 15:41:14,SA-37/TEMPERATURE,30.32
2024-10-19 15:41:15,SA-37/TEMPERATURE,29.85
2024-10-19 15:41:18,SA-37/TEMPERATURE,30.32
2024-10-19 15:41:23,SA-37/TEMPERATURE,29.85
2024-10-19 15:41:26,SA-37/TEMPERATURE,30.32
2024-10-19 15:41:35,SA-37/TEMPERATURE,29.85
2024-10-19 15:41:37,SA-37/TEMPERATURE,30.32
2024-10-19 15:41:46,SA-37/TEMPERATURE,29.85
2024-10-19 15:41:49,SA-37/TEMPERATURE,30.32
2024-10-19 15:41:51,SA-37/TEMPERATURE,29.85
2024-10-19 15:41:53,SA-37/TEMPERATURE,30.32
2024-10-19 15:41:57,SA-37/TEMPERATURE,29.85
2024-10-19 15:42:00,SA-37/TEMPERATURE,30.32
2024-10-19 15:42:01,SA-37/TEMPERATURE,29.85
2024-10-19 15:42:03,SA-37/TEMPERATURE,30.32
2024-10-19 15:42:13,SA-37/TEMPERATURE,29.85
2024-10-19 15:42:17,SA-37/TEMPERATURE,30.32
2024-10-19 15:42:20,SA-37/TEMPERATURE,29.85
2024-10-19 15:42:21,SA-37/TEMPERATURE,30.32
2024-10-19 15:42:25,SA-37/TEMPERATURE,29.85
2024-10-19 15:42:27,SA-37/TEMPERATURE,30.32
2024-10-19 15:42:33,SA-37/TEMPERATURE,29.85
2024-10-19 15:42:35,SA-37/TEMPERATURE,30.32
2024-10-19 15:42:40,SA-37/TEMPERATURE,29.85
2024-10-19 15:42:41,SA-37/TEMPERATURE,30.32
2024-10-19 15:42:51,SA-37/TEMPERATURE,29.85
2024-10-19 15:42:53,SA-37/TEMPERATURE,30.32
2024-10-19 15:42:55,SA-37/TEMPERATURE,29.85
2024-10-19 15:42:57,SA-37/TEMPERATURE,30.32
2024-10-19 15:43:01,SA-37/TEMPERATURE,29.85
2024-10-19 15:43:03,SA-37/TEMPERATURE,30.32
2024-10-19 15:43:06,SA-37/TEMPERATURE,29.85
2024-10-19 15:43:07,SA-37/TEMPERATURE,30.32
2024-10-19 15:43:13,SA-37/TEMPERATURE,29.85
2024-10-19 15:43:15,SA-37/TEMPERATURE,30.32
2024-10-19 15:43:33,SA-37/TEMPERATURE,29.85
2024-10-19 15:43:35,SA-37/TEMPERATURE,30.32
2024-10-19 15:43:48,SA-37/TEMPERATURE,29.85
2024-10-19 15:43:50,SA-37/TEMPERATURE,30.32
2024-10-19 15:43:57,SA-37/TEMPERATURE,29.85
2024-10-19 15:44:03,SA-37/TEMPERATURE,30.32
2024-10-19 15:44:13,SA-37/TEMPERATURE,29.85
2024-10-19 15:44:19,SA-37/TEMPERATURE,30.32
2024-10-19 15:44:23,SA-37/TEMPERATURE,29.85
2024-10-19 15:44:25,SA-37/TEMPERATURE,30.32
2024-10-19 15:44:27,SA-37/TEMPERATURE,29.85
2024-10-19 15:44:29,SA-37/TEMPERATURE,30.32
2024-10-19 15:44:38,SA-37/TEMPERATURE,29.85
2024-10-19 15:44:39,SA-37/TEMPERATURE,30.32
2024-10-19 15:45:37,SA-37/TEMPERATURE,29.85
2024-10-19 15:45:39,SA-37/TEMPERATURE,30.32
2024-10-19 15:46:01,SA-37/TEMPERATURE,29.85
2024-10-19 15:46:03,SA-37/TEMPERATURE,30.32
2024-10-19 15:46:12,SA-37/TEMPERATURE,29.85
2024-10-19 15:46:13,SA-37/TEMPERATURE,30.32
2024-10-19 15:46:23,SA-37/TEMPERATURE,29.85
2024-10-19 15:46:25,SA-37/TEMPERATURE,30.32
2024-10-19 15:46:50,SA-37/TEMPERATURE,29.85
2024-10-19 15:46:52,SA-37/TEMPERATURE,30.32
2024-10-19 15:46:53,SA-37/TEMPERATURE,29.85
2024-10-19 15:46:55,SA-37/TEMPERATURE,30.32
2024-10-19 15:47:02,SA-37/TEMPERATURE,29.85
2024-10-19 15:47:03,SA-37/TEMPERATURE,30.32
2024-10-19 15:47:12,SA-37/TEMPERATURE,29.85
2024-10-19 15:47:13,SA-37/TEMPERATURE,30.32
2024-10-19 15:47:16,SA-37/TEMPERATURE,29.85
2024-10-19 15:47:17,SA-37/TEMPERATURE,30.32
2024-10-19 15:47:25,SA-37/TEMPERATURE,29.85
2024-10-19 15:47:29,SA-37/TEMPERATURE,30.32
2024-10-19 15:48:11,SA-37/TEMPERATURE,29.85
2024-10-19 15:48:14,SA-37/TEMPERATURE,30.32
2024-10-19 15:49:23,SA-37/TEMPERATURE,29.85
2024-10-19 15:49:26,SA-37/TEMPERATURE,30.32
2024-10-19 15:51:08,SA-37/TEMPERATURE,30.79
2024-10-19 15:51:10,SA-37/TEMPERATURE,30.32
2024-10-19 15:51:59,SA-37/TEMPERATURE,30.79
2024-10-19 15:52:01,SA-37/TEMPERATURE,30.32
2024-10-19 15:52:13,SA-37/TEMPERATURE,30.79
2024-10-19 15:52:16,SA-37/TEMPERATURE,30.32
2024-10-19 15:52:27,SA-37/TEMPERATURE,30.79
2024-10-19 15:52:29,SA-37/TEMPERATURE,30.32
2024-10-19 15:52:31,SA-37/TEMPERATURE,30.79
2024-10-19 15:52:35,SA-37/TEMPERATURE,30.32
2024-10-19 15:53:45,SA-37/TEMPERATURE,30.79
2024-10-19 15:53:48,SA-37/TEMPERATURE,30.32
2024-10-19 15:53:51,SA-37/TEMPERATURE,30.79
2024-10-19 15:53:53,SA-37/TEMPERATURE,30.32
2024-10-19 15:54:47,SA-37/TEMPERATURE,30.79
2024-10-19 15:54:51,SA-37/TEMPERATURE,30.32
2024-10-19 15:55:05,SA-37/TEMPERATURE,30.79
2024-10-19 15:55:08,SA-37/TEMPERATURE,30.32
2024-10-19 15:55:19,SA-37/TEMPERATURE,30.79
2024-10-19 15:55:22,SA-37/TEMPERATURE,30.32
2024-10-19 15:55:28,SA-37/TEMPERATURE,30.79
2024-10-19 15:55:29,SA-37/TEMPERATURE,30.32
2024-10-19 15:55:35,SA-37/TEMPERATURE,30.79
2024-10-19 15:55:37,SA-37/TEMPERATURE,30.32
2024-10-19 15:55:52,SA-37/TEMPERATURE,30.79
2024-10-19 15:55:56,SA-37/TEMPERATURE,30.32
2024-10-19 15:55:58,SA-37/TEMPERATURE,30.79
2024-10-19 15:55:59,SA-37/TEMPERATURE,30.32
2024-10-19 15:56:07,SA-37/TEMPERATURE,30.79
2024-10-19 15:56:09,SA-37/TEMPERATURE,30.32
2024-10-19 15:56:22,SA-37/TEMPERATURE,30.79
2024-10-19 15:56:26,SA-37/TEMPERATURE,30.32
2024-10-19 15:56:27,SA-37/TEMPERATURE,30.79
2024-10-19 15:56:29,SA-37/LED_LEVEL,5
2024-10-19 15:56:29,SA-37/TEMPERATURE,30.32
2024-10-19 15:56:30,SA-37/LED_LEVEL,6
2024-10-19 15:56:54,SA-37/LED_LEVEL,5
2024-10-19 15:56:54,SA-37/LED_LEVEL,6
2024-10-19 15:57:21,SA-37/TEMPERATURE,30.79
2024-10-19 15:57:23,SA-37/TEMPERATURE,30.32
2024-10-19 15:57:27,SA-37/TEMPERATURE,30.79
2024-10-19 15:57:30,SA-37/TEMPERATURE,30.32
2024-10-19 15:57:46,SA-37/TEMPERATURE,30.79
2024-10-19 15:57:47,SA-37/TEMPERATURE,30.32
2024-10-19 15:57:49,SA-37/TEMPERATURE,30.79
2024-10-19 15:57:51,SA-37/TEMPERATURE,30.32
2024-10-19 15:57:54,SA-37/TEMPERATURE,30.79
2024-10-19 15:57:56,SA-37/TEMPERATURE,30.32
2024-10-19 15:58:37,SA-37/TEMPERATURE,30.79
2024-10-19 15:58:39,SA-37/TEMPERATURE,30.32
2024-10-19 15:58:43,SA-37/TEMPERATURE,30.79
2024-10-19 15:58:45,SA-37/TEMPERATURE,30.32
2024-10-19 15:58:47,SA-37/TEMPERATURE,30.79
2024-10-19 15:58:49,SA-37/TEMPERATURE,30.32
2024-10-19 15:59:02,SA-37/TEMPERATURE,30.79
2024-10-19 15:59:03,SA-37/TEMPERATURE,30.32
2024-10-19 15:59:31,SA-37/TEMPERATURE,30.79
2024-10-19 15:59:34,SA-37/TEMPERATURE,30.32
2024-10-19 15:59:57,SA-37/TEMPERATURE,30.79
2024-10-19 15:59:59,SA-37/TEMPERATURE,30.32
2024-10-19 16:00:16,SA-37/TEMPERATURE,30.79
2024-10-19 16:00:18,SA-37/TEMPERATURE,30.32
2024-10-19 16:01:05,SA-37/TEMPERATURE,30.79
2024-10-19 16:01:08,SA-37/TEMPERATURE,30.32
2024-10-19 16:01:09,SA-37/TEMPERATURE,30.79
2024-10-19 16:01:12,SA-37/TEMPERATURE,30.32
2024-10-19 16:01:22,SA-37/TEMPERATURE,30.79
2024-10-19 16:01:24,SA-37/TEMPERATURE,30.32
2024-10-19 16:01:31,SA-37/TEMPERATURE,30.79
2024-10-19 16:01:33,SA-37/TEMPERATURE,30.32
2024-10-19 16:01:38,SA-37/TEMPERATURE,30.79
2024-10-19 16:01:39,SA-37/TEMPERATURE,30.32
2024-10-19 16:01:41,SA-37/TEMPERATURE,30.79
2024-10-19 16:01:43,SA-37/TEMPERATURE,30.32
2024-10-19 16:01:57,SA-37/TEMPERATURE,30.79
2024-10-19 16:01:59,SA-37/TEMPERATURE,30.32
2024-10-19 16:02:01,SA-37/TEMPERATURE,30.79
2024-10-19 16:02:04,SA-37/TEMPERATURE,30.32
2024-10-19 16:02:20,SA-37/TEMPERATURE,30.79
2024-10-19 16:02:21,SA-37/TEMPERATURE,30.32
2024-10-19 16:03:00,SA-37/LED_LEVEL,5
2024-10-19 16:03:00,SA-37/LED_LEVEL,6
2024-10-19 16:03:19,SA-37/LED_LEVEL,5
2024-10-19 16:03:19,SA-37/LED_LEVEL,6
2024-10-19 16:03:20,SA-37/LED_LEVEL,5
2024-10-19 16:03:21,SA-37/LED_LEVEL,6
2024-10-19 16:03:21,SA-37/TEMPERATURE,30.79
2024-10-19 16:03:23,SA-37/LED_LEVEL,5
2024-10-19 16:03:23,SA-37/LED_LEVEL,6
2024-10-19 16:03:24,SA-37/TEMPERATURE,30.32
2024-10-19 16:03:26,SA-37/TEMPERATURE,30.79
2024-10-19 16:03:28,SA-37/TEMPERATURE,30.32
2024-10-19 16:03:28,SA-37/LED_LEVEL,5
2024-10-19 16:03:28,SA-37/LED_LEVEL,6
2024-10-19 16:03:34,SA-37/LED_LEVEL,5
2024-10-19 16:03:35,SA-37/LED_LEVEL,6
2024-10-19 16:03:35,SA-37/TEMPERATURE,30.79
2024-10-19 16:03:37,SA-37/TEMPERATURE,30.32
2024-10-19 16:03:38,SA-37/LED_LEVEL,5
2024-10-19 16:03:38,SA-37/LED_LEVEL,6
2024-10-19 16:03:49,SA-37/LED_LEVEL,5
2024-10-19 16:03:50,SA-37/LED_LEVEL,6
2024-10-19 16:04:21,SA-37/TEMPERATURE,30.79
2024-10-19 16:04:24,SA-37/TEMPERATURE,30.32
2024-10-19 16:04:25,SA-37/TEMPERATURE,30.79
2024-10-19 16:04:27,SA-37/TEMPERATURE,30.32
2024-10-19 16:04:36,SA-37/LED_LEVEL,5
2024-10-19 16:04:36,SA-37/LED_LEVEL,6
2024-10-19 16:04:39,SA-37/TEMPERATURE,30.79
2024-10-19 16:04:43,SA-37/TEMPERATURE,30.32
2024-10-19 16:04:43,SA-37/TEMPERATURE,30.79
2024-10-19 16:04:45,SA-37/TEMPERATURE,30.32
2024-10-19 16:04:47,SA-37/TEMPERATURE,30.79
2024-10-19 16:04:49,SA-37/TEMPERATURE,30.32
2024-10-19 16:04:56,SA-37/LED_LEVEL,5
2024-10-19 16:04:56,SA-37/LED_LEVEL,6
2024-10-19 16:04:58,SA-37/TEMPERATURE,30.79
2024-10-19 16:04:59,SA-37/TEMPERATURE,30.32
2024-10-19 16:05:07,SA-37/TEMPERATURE,30.79
2024-10-19 16:05:08,SA-37/LED_LEVEL,5
2024-10-19 16:05:08,SA-37/LED_LEVEL,6
2024-10-19 16:05:09,SA-37/TEMPERATURE,30.32
2024-10-19 16:05:10,SA-37/LED_LEVEL,5
2024-10-19 16:05:10,SA-37/LED_LEVEL,6
2024-10-19 16:05:13,SA-37/TEMPERATURE,30.79
2024-10-19 16:05:15,SA-37/TEMPERATURE,30.32
2024-10-19 16:05:20,SA-37/TEMPERATURE,30.79
2024-10-19 16:05:21,SA-37/TEMPERATURE,30.32
2024-10-19 16:05:25,SA-37/TEMPERATURE,30.79
2024-10-19 16:05:27,SA-37/TEMPERATURE,30.32
2024-10-19 16:05:29,SA-37/TEMPERATURE,30.79
2024-10-19 16:05:32,SA-37/TEMPERATURE,30.32
2024-10-19 16:05:44,SA-37/TEMPERATURE,30.79
2024-10-19 16:05:51,SA-37/LED_LEVEL,5
2024-10-19 16:05:51,SA-37/LED_LEVEL,6
2024-10-19 16:05:51,SA-37/TEMPERATURE,30.32
2024-10-19 16:05:53,SA-37/TEMPERATURE,30.79
2024-10-19 16:05:55,SA-37/TEMPERATURE,30.32
2024-10-19 16:05:57,SA-37/TEMPERATURE,30.79
2024-10-19 16:05:59,SA-37/TEMPERATURE,30.32
2024-10-19 16:06:03,SA-37/TEMPERATURE,30.79
2024-10-19 16:06:06,SA-37/LED_LEVEL,5
2024-10-19 16:06:06,SA-37/LED_LEVEL,6
2024-10-19 16:06:13,SA-37/TEMPERATURE,30.32
2024-10-19 16:06:17,SA-37/TEMPERATURE,30.79
2024-10-19 16:06:22,SA-37/TEMPERATURE,30.32
2024-10-19 16:06:25,SA-37/TEMPERATURE,30.79
2024-10-19 16:06:27,SA-37/TEMPERATURE,30.32
2024-10-19 16:06:30,SA-37/TEMPERATURE,30.79
2024-10-19 16:06:32,SA-37/LED_LEVEL,5
2024-10-19 16:06:32,SA-37/LED_LEVEL,6
2024-10-19 16:06:33,SA-37/TEMPERATURE,30.32
2024-10-19 16:06:35,SA-37/TEMPERATURE,30.79
2024-10-19 16:06:39,SA-37/TEMPERATURE,30.32
2024-10-19 16:06:41,SA-37/TEMPERATURE,30.79
2024-10-19 16:06:44,SA-37/TEMPERATURE,30.32
2024-10-19 16:06:47,SA-37/LED_LEVEL,5
2024-10-19 16:06:47,SA-37/TEMPERATURE,30.79
2024-10-19 16:06:48,SA-37/LED_LEVEL,6
2024-10-19 16:06:51,SA-37/TEMPERATURE,30.32
2024-10-19 16:06:53,SA-37/TEMPERATURE,30.79
2024-10-19 16:06:55,SA-37/TEMPERATURE,30.32
2024-10-19 16:07:00,SA-37/LED_LEVEL,5
2024-10-19 16:07:00,SA-37/LED_LEVEL,6
2024-10-19 16:07:02,SA-37/TEMPERATURE,30.79
2024-10-19 16:07:03,SA-37/TEMPERATURE,30.32
2024-10-19 16:07:06,SA-37/TEMPERATURE,30.79
2024-10-19 16:07:07,SA-37/TEMPERATURE,30.32
2024-10-19 16:07:10,SA-37/TEMPERATURE,30.79
2024-10-19 16:07:14,SA-37/TEMPERATURE,30.32
2024-10-19 16:07:15,SA-37/TEMPERATURE,30.79
2024-10-19 16:07:17,SA-37/TEMPERATURE,30.32
2024-10-19 16:07:19,SA-37/TEMPERATURE,30.79
2024-10-19 16:07:23,SA-37/TEMPERATURE,30.32
2024-10-19 16:07:26,SA-37/TEMPERATURE,30.79
2024-10-19 16:07:28,SA-37/TEMPERATURE,30.32
2024-10-19 16:07:33,SA-37/TEMPERATURE,30.79
2024-10-19 16:07:37,SA-37/TEMPERATURE,30.32
2024-10-19 16:07:40,SA-37/TEMPERATURE,30.79
2024-10-19 16:07:44,SA-37/TEMPERATURE,30.32
2024-10-19 16:07:49,SA-37/TEMPERATURE,30.79
2024-10-19 16:07:53,SA-37/TEMPERATURE,30.32
2024-10-19 16:07:57,SA-37/TEMPERATURE,30.79
2024-10-19 16:08:03,SA-37/TEMPERATURE,30.32
2024-10-19 16:08:05,SA-37/TEMPERATURE,30.79
2024-10-19 16:08:09,SA-37/TEMPERATURE,30.32
2024-10-19 16:08:11,SA-37/TEMPERATURE,30.79
2024-10-19 16:08:15,SA-37/TEMPERATURE,30.32
2024-10-19 16:08:19,SA-37/TEMPERATURE,30.79
2024-10-19 16:08:25,SA-37/TEMPERATURE,30.32
2024-10-19 16:08:29,SA-37/TEMPERATURE,30.79
2024-10-19 16:08:33,SA-37/TEMPERATURE,30.32
2024-10-19 16:08:38,SA-37/TEMPERATURE,30.79
2024-10-19 16:08:39,SA-37/TEMPERATURE,30.32
2024-10-19 16:08:44,SA-37/TEMPERATURE,30.79
2024-10-19 16:08:49,SA-37/TEMPERATURE,30.32
2024-10-19 16:08:53,SA-37/TEMPERATURE,30.79
2024-10-19 16:08:57,SA-37/TEMPERATURE,30.32
2024-10-19 16:08:59,SA-37/TEMPERATURE,30.79
2024-10-19 16:09:05,SA-37/TEMPERATURE,30.32
2024-10-19 16:09:08,SA-37/TEMPERATURE,30.79
2024-10-19 16:09:09,SA-37/TEMPERATURE,30.32
