時間,設備,值
2024-10-26 11:08:29,SA-37/TEMPERATURE,28.45
2024-10-26 11:08:31,SA-37/TEMPERATURE,28.92
2024-10-26 11:08:33,SA-37/TEMPERATURE,28.45
2024-10-26 11:08:35,SA-37/TEMPERATURE,28.92
2024-10-26 11:08:37,SA-37/TEMPERATURE,28.45
2024-10-26 11:08:42,SA-37/TEMPERATURE,28.92
2024-10-26 11:08:45,SA-37/TEMPERATURE,28.45
2024-10-26 11:08:51,SA-37/TEMPERATURE,28.92
2024-10-26 11:08:53,SA-37/TEMPERATURE,28.45
2024-10-26 11:08:55,SA-37/TEMPERATURE,28.92
2024-10-26 11:08:57,SA-37/TEMPERATURE,28.45
2024-10-26 11:09:05,SA-37/TEMPERATURE,28.92
2024-10-26 11:09:07,SA-37/TEMPERATURE,28.45
2024-10-26 11:09:09,SA-37/TEMPERATURE,28.92
2024-10-26 11:09:11,SA-37/TEMPERATURE,28.45
2024-10-26 11:09:49,SA-37/TEMPERATURE,27.98
2024-10-26 11:09:51,SA-37/TEMPERATURE,28.45
2024-10-26 11:09:55,SA-37/TEMPERATURE,27.98
2024-10-26 11:09:57,SA-37/TEMPERATURE,28.45
2024-10-26 11:10:07,SA-37/TEMPERATURE,27.98
2024-10-26 11:10:09,SA-37/TEMPERATURE,28.45
2024-10-26 11:10:13,SA-37/TEMPERATURE,27.98
2024-10-26 11:10:19,SA-37/TEMPERATURE,28.45
2024-10-26 11:10:21,SA-37/TEMPERATURE,27.98
2024-10-26 11:10:31,SA-37/TEMPERATURE,28.45
2024-10-26 11:10:33,SA-37/TEMPERATURE,27.98
2024-10-26 11:11:07,SA-37/TEMPERATURE,28.45
2024-10-26 11:11:09,SA-37/TEMPERATURE,27.98
2024-10-26 11:11:35,SA-37/TEMPERATURE,27.51
2024-10-26 11:11:37,SA-37/TEMPERATURE,27.98
2024-10-26 11:11:47,SA-37/TEMPERATURE,27.51
2024-10-26 11:11:49,SA-37/TEMPERATURE,27.98
2024-10-26 11:11:53,SA-37/TEMPERATURE,27.51
2024-10-26 11:11:55,SA-37/TEMPERATURE,27.98
2024-10-26 11:12:03,SA-37/TEMPERATURE,27.51
2024-10-26 11:12:09,SA-37/TEMPERATURE,27.98
2024-10-26 11:12:13,SA-37/TEMPERATURE,27.51
2024-10-26 11:12:23,SA-37/TEMPERATURE,27.98
2024-10-26 11:12:25,SA-37/TEMPERATURE,27.51
2024-10-26 11:12:27,SA-37/TEMPERATURE,27.98
2024-10-26 11:12:31,SA-37/TEMPERATURE,27.51
2024-10-26 11:12:39,SA-37/TEMPERATURE,27.98
2024-10-26 11:12:43,SA-37/TEMPERATURE,27.51
2024-10-26 11:13:29,SA-37/TEMPERATURE,27.98
2024-10-26 11:13:34,SA-37/TEMPERATURE,27.51
2024-10-26 11:13:47,SA-37/TEMPERATURE,27.98
2024-10-26 11:13:49,SA-37/TEMPERATURE,27.51
2024-10-26 11:13:53,SA-37/TEMPERATURE,27.98
2024-10-26 11:13:58,SA-37/TEMPERATURE,27.51
2024-10-26 11:14:01,SA-37/TEMPERATURE,27.98
2024-10-26 11:14:31,SA-37/TEMPERATURE,28.45
2024-10-26 11:14:33,SA-37/TEMPERATURE,27.98
2024-10-26 11:14:39,SA-37/TEMPERATURE,28.45
2024-10-26 11:14:41,SA-37/TEMPERATURE,27.98
2024-10-26 11:14:43,SA-37/TEMPERATURE,28.45
2024-10-26 11:14:53,SA-37/TEMPERATURE,27.98
2024-10-26 11:14:55,SA-37/TEMPERATURE,28.45
2024-10-26 11:15:13,SA-37/TEMPERATURE,27.98
2024-10-26 11:15:17,SA-37/TEMPERATURE,28.45
2024-10-26 11:15:31,SA-37/TEMPERATURE,27.98
2024-10-26 11:15:34,SA-37/TEMPERATURE,28.45
2024-10-26 11:15:45,SA-37/TEMPERATURE,28.92
2024-10-26 11:15:47,SA-37/TEMPERATURE,28.45
2024-10-26 11:16:21,SA-37/TEMPERATURE,28.92
2024-10-26 11:16:23,SA-37/TEMPERATURE,28.45
2024-10-26 11:16:31,SA-37/TEMPERATURE,28.92
2024-10-26 11:16:35,SA-37/TEMPERATURE,28.45
2024-10-26 11:16:37,SA-37/TEMPERATURE,28.92
2024-10-26 11:16:41,SA-37/TEMPERATURE,28.45
2024-10-26 11:16:43,SA-37/TEMPERATURE,28.92
2024-10-26 11:16:45,SA-37/TEMPERATURE,28.45
2024-10-26 11:16:47,SA-37/TEMPERATURE,28.92
2024-10-26 11:16:55,SA-37/TEMPERATURE,28.45
2024-10-26 11:16:57,SA-37/TEMPERATURE,28.92
2024-10-26 11:17:03,SA-37/TEMPERATURE,28.45
2024-10-26 11:17:05,SA-37/TEMPERATURE,28.92
2024-10-26 11:17:19,SA-37/TEMPERATURE,28.45
2024-10-26 11:17:21,SA-37/TEMPERATURE,28.92
2024-10-26 11:17:59,SA-37/TEMPERATURE,28.45
2024-10-26 11:18:01,SA-37/TEMPERATURE,28.92
2024-10-26 11:18:05,SA-37/TEMPERATURE,28.45
2024-10-26 11:18:10,SA-37/TEMPERATURE,28.92
2024-10-26 11:18:11,SA-37/TEMPERATURE,28.45
2024-10-26 11:18:13,SA-37/TEMPERATURE,28.92
2024-10-26 11:18:15,SA-37/TEMPERATURE,28.45
2024-10-26 11:18:17,SA-37/TEMPERATURE,28.92
2024-10-26 11:18:19,SA-37/TEMPERATURE,28.45
2024-10-26 11:18:43,SA-37/TEMPERATURE,27.98
2024-10-26 11:18:45,SA-37/TEMPERATURE,28.45
2024-10-26 11:18:51,SA-37/TEMPERATURE,27.98
2024-10-26 11:18:55,SA-37/TEMPERATURE,28.45
2024-10-26 11:19:01,SA-37/TEMPERATURE,27.98
2024-10-26 11:19:03,SA-37/TEMPERATURE,28.45
2024-10-26 11:19:07,SA-37/TEMPERATURE,27.98
2024-10-26 11:20:11,SA-37/TEMPERATURE,27.51
2024-10-26 11:20:15,SA-37/TEMPERATURE,27.98
2024-10-26 11:20:17,SA-37/TEMPERATURE,27.51
2024-10-26 11:20:23,SA-37/TEMPERATURE,27.98
2024-10-26 11:20:25,SA-37/TEMPERATURE,27.51
2024-10-26 11:20:28,SA-37/TEMPERATURE,27.98
2024-10-26 11:20:30,SA-37/TEMPERATURE,27.51
2024-10-26 11:20:31,SA-37/TEMPERATURE,27.98
2024-10-26 11:20:33,SA-37/TEMPERATURE,27.51
2024-10-26 11:21:05,SA-37/TEMPERATURE,27.98
2024-10-26 11:21:07,SA-37/TEMPERATURE,27.51
2024-10-26 11:21:09,SA-37/TEMPERATURE,27.98
2024-10-26 11:21:13,SA-37/TEMPERATURE,27.51
2024-10-26 11:21:33,SA-37/TEMPERATURE,27.04
2024-10-26 11:21:35,SA-37/TEMPERATURE,27.51
2024-10-26 11:21:47,SA-37/TEMPERATURE,27.04
2024-10-26 11:21:47,SA-37/TEMPERATURE,27.51
2024-10-26 11:21:49,SA-37/TEMPERATURE,27.04
2024-10-26 11:21:51,SA-37/TEMPERATURE,27.51
2024-10-26 11:22:05,SA-37/TEMPERATURE,27.04
2024-10-26 11:22:13,SA-37/TEMPERATURE,27.51
2024-10-26 11:22:21,SA-37/TEMPERATURE,27.04
2024-10-26 11:22:27,SA-37/TEMPERATURE,27.51
2024-10-26 11:22:29,SA-37/TEMPERATURE,27.04
2024-10-26 11:22:31,SA-37/TEMPERATURE,27.51
2024-10-26 11:22:37,SA-37/TEMPERATURE,27.04
2024-10-26 11:22:39,SA-37/TEMPERATURE,27.51
2024-10-26 11:22:43,SA-37/TEMPERATURE,27.04
2024-10-26 11:22:47,SA-37/TEMPERATURE,27.51
2024-10-26 11:22:59,SA-37/TEMPERATURE,27.98
2024-10-26 11:23:01,SA-37/TEMPERATURE,27.51
2024-10-26 11:23:08,SA-37/TEMPERATURE,27.98
2024-10-26 11:23:12,SA-37/TEMPERATURE,27.51
2024-10-26 11:23:20,SA-37/TEMPERATURE,27.98
2024-10-26 11:24:12,SA-37/TEMPERATURE,28.45
2024-10-26 11:24:14,SA-37/TEMPERATURE,27.98
2024-10-26 11:24:22,SA-37/TEMPERATURE,28.45
2024-10-26 11:24:24,SA-37/TEMPERATURE,27.98
2024-10-26 11:24:26,SA-37/TEMPERATURE,28.45
2024-10-26 11:24:28,SA-37/TEMPERATURE,27.98
2024-10-26 11:24:30,SA-37/TEMPERATURE,28.45
2024-10-26 11:24:34,SA-37/TEMPERATURE,27.98
2024-10-26 11:24:38,SA-37/TEMPERATURE,28.45
2024-10-26 11:24:42,SA-37/TEMPERATURE,27.98
2024-10-26 11:24:44,SA-37/TEMPERATURE,28.45
2024-10-26 11:24:48,SA-37/TEMPERATURE,27.98
2024-10-26 11:24:50,SA-37/TEMPERATURE,28.45
2024-10-26 11:25:00,SA-37/TEMPERATURE,28.92
2024-10-26 11:25:02,SA-37/TEMPERATURE,28.45
2024-10-26 11:25:36,SA-37/TEMPERATURE,27.98
2024-10-26 11:25:38,SA-37/TEMPERATURE,28.45
2024-10-26 11:26:40,SA-37/TEMPERATURE,28.92
2024-10-26 11:26:42,SA-37/TEMPERATURE,28.45
2024-10-26 11:26:46,SA-37/TEMPERATURE,28.92
2024-10-26 11:26:48,SA-37/TEMPERATURE,28.45
2024-10-26 11:26:54,SA-37/TEMPERATURE,28.92
2024-10-26 11:26:56,SA-37/TEMPERATURE,28.45
2024-10-26 11:27:06,SA-37/TEMPERATURE,28.92
2024-10-26 11:27:08,SA-37/TEMPERATURE,28.45
2024-10-26 11:27:12,SA-37/TEMPERATURE,28.92
2024-10-26 11:27:14,SA-37/TEMPERATURE,28.45
2024-10-26 11:27:28,SA-37/TEMPERATURE,28.92
2024-10-26 11:27:30,SA-37/TEMPERATURE,28.45
2024-10-26 11:27:32,SA-37/TEMPERATURE,28.92
2024-10-26 11:27:42,SA-37/TEMPERATURE,28.45
2024-10-26 11:27:44,SA-37/TEMPERATURE,28.92
2024-10-26 11:27:46,SA-37/TEMPERATURE,28.45
2024-10-26 11:27:50,SA-37/TEMPERATURE,28.92
2024-10-26 11:27:56,SA-37/TEMPERATURE,28.45
2024-10-26 11:27:58,SA-37/TEMPERATURE,28.92
2024-10-26 11:28:04,SA-37/TEMPERATURE,28.45
2024-10-26 11:28:36,SA-37/TEMPERATURE,27.98
2024-10-26 11:28:38,SA-37/TEMPERATURE,28.45
2024-10-26 11:28:40,SA-37/TEMPERATURE,27.98
2024-10-26 11:28:44,SA-37/TEMPERATURE,28.45
2024-10-26 11:28:46,SA-37/TEMPERATURE,27.98
2024-10-26 11:28:48,SA-37/TEMPERATURE,28.45
2024-10-26 11:28:50,SA-37/TEMPERATURE,27.98
2024-10-26 11:28:58,SA-37/TEMPERATURE,28.45
2024-10-26 11:29:00,SA-37/TEMPERATURE,27.98
2024-10-26 11:29:04,SA-37/TEMPERATURE,28.45
2024-10-26 11:29:10,SA-37/TEMPERATURE,27.98
2024-10-26 11:29:42,SA-37/TEMPERATURE,27.51
2024-10-26 11:29:44,SA-37/TEMPERATURE,27.98
2024-10-26 11:30:06,SA-37/TEMPERATURE,27.51
2024-10-26 11:30:08,SA-37/TEMPERATURE,27.98
2024-10-26 11:30:36,SA-37/TEMPERATURE,27.51
2024-10-26 11:30:40,SA-37/TEMPERATURE,27.98
2024-10-26 11:30:44,SA-37/TEMPERATURE,27.51
2024-10-26 11:30:55,SA-37/TEMPERATURE,27.98
2024-10-26 11:30:57,SA-37/TEMPERATURE,27.51
2024-10-26 11:30:59,SA-37/TEMPERATURE,27.98
2024-10-26 11:31:05,SA-37/TEMPERATURE,27.51
2024-10-26 11:31:07,SA-37/TEMPERATURE,27.98
2024-10-26 11:31:09,SA-37/LED_LEVEL,5
2024-10-26 11:31:09,SA-37/TEMPERATURE,27.51
2024-10-26 11:31:10,SA-37/LED_LEVEL,6
2024-10-26 11:31:10,SA-37/LED_LEVEL,4
2024-10-26 11:31:11,SA-37/TEMPERATURE,27.98
2024-10-26 11:31:12,SA-37/LED_LEVEL,3
2024-10-26 11:31:13,SA-37/TEMPERATURE,27.51
2024-10-26 11:31:14,SA-37/LED_LEVEL,2
2024-10-26 11:31:16,SA-37/LED_LEVEL,3
2024-10-26 11:31:17,SA-37/LED_LEVEL,4
2024-10-26 11:31:18,SA-37/LED_LEVEL,5
2024-10-26 11:31:23,SA-37/TEMPERATURE,27.98
2024-10-26 11:31:25,SA-37/TEMPERATURE,27.51
2024-10-26 11:31:30,SA-37/LED_LEVEL,6
2024-10-26 11:31:32,SA-37/LED_LEVEL,7
2024-10-26 11:32:03,SA-37/TEMPERATURE,27.98
2024-10-26 11:32:05,SA-37/TEMPERATURE,27.51
2024-10-26 11:32:11,SA-37/TEMPERATURE,27.98
2024-10-26 11:32:20,SA-37/TEMPERATURE,27.51
2024-10-26 11:32:21,SA-37/TEMPERATURE,27.98
2024-10-26 11:32:23,SA-37/TEMPERATURE,27.51
2024-10-26 11:32:25,SA-37/TEMPERATURE,27.98
2024-10-26 11:32:27,SA-37/TEMPERATURE,27.51
2024-10-26 11:32:29,SA-37/TEMPERATURE,27.98
2024-10-26 11:32:45,SA-37/TEMPERATURE,27.51
2024-10-26 11:32:47,SA-37/TEMPERATURE,27.98
2024-10-26 11:32:56,SA-37/TEMPERATURE,28.45
2024-10-26 11:32:57,SA-37/TEMPERATURE,27.98
2024-10-26 11:33:12,SA-37/TEMPERATURE,28.45
2024-10-26 11:33:13,SA-37/TEMPERATURE,27.98
2024-10-26 11:33:18,SA-37/TEMPERATURE,28.45
2024-10-26 11:33:20,SA-37/TEMPERATURE,27.98
2024-10-26 11:33:33,SA-37/TEMPERATURE,28.45
2024-10-26 11:33:39,SA-37/TEMPERATURE,27.98
2024-10-26 11:33:42,SA-37/TEMPERATURE,28.45
2024-10-26 11:33:49,SA-37/TEMPERATURE,27.98
2024-10-26 11:33:55,SA-37/TEMPERATURE,28.45
2024-10-26 11:33:59,SA-37/TEMPERATURE,27.98
2024-10-26 11:34:02,SA-37/TEMPERATURE,28.45
2024-10-26 11:34:03,SA-37/LED_LEVEL,8
2024-10-26 11:34:04,SA-37/TEMPERATURE,27.98
2024-10-26 11:34:04,SA-37/LED_LEVEL,9
2024-10-26 11:34:06,SA-37/TEMPERATURE,28.45
2024-10-26 11:34:37,SA-37/TEMPERATURE,28.92
2024-10-26 11:34:39,SA-37/TEMPERATURE,28.45
2024-10-26 11:34:57,SA-37/TEMPERATURE,28.92
2024-10-26 11:34:59,SA-37/TEMPERATURE,28.45
2024-10-26 11:35:07,SA-37/TEMPERATURE,28.92
2024-10-26 11:35:10,SA-37/TEMPERATURE,28.45
2024-10-26 11:35:18,SA-37/TEMPERATURE,28.92
2024-10-26 11:35:21,SA-37/TEMPERATURE,28.45
2024-10-26 11:35:24,SA-37/TEMPERATURE,28.92
2024-10-26 11:35:27,SA-37/TEMPERATURE,28.45
2024-10-26 11:35:29,SA-37/TEMPERATURE,28.92
2024-10-26 11:35:35,SA-37/TEMPERATURE,28.45
2024-10-26 11:35:37,SA-37/TEMPERATURE,28.92
2024-10-26 11:35:39,SA-37/TEMPERATURE,28.45
2024-10-26 11:35:42,SA-37/TEMPERATURE,28.92
2024-10-26 11:35:44,SA-37/TEMPERATURE,28.45
2024-10-26 11:35:47,SA-37/TEMPERATURE,28.92
2024-10-26 11:35:58,SA-37/TEMPERATURE,28.45
2024-10-26 11:36:01,SA-37/TEMPERATURE,28.92
2024-10-26 11:36:03,SA-37/TEMPERATURE,28.45
2024-10-26 11:36:10,SA-37/TEMPERATURE,28.92
2024-10-26 11:36:13,SA-37/LED_LEVEL,8
2024-10-26 11:36:16,SA-37/LED_LEVEL,7
2024-10-26 11:36:29,SA-37/TEMPERATURE,28.45
2024-10-26 11:36:29,SA-37/TEMPERATURE,28.92
2024-10-26 11:36:37,SA-37/TEMPERATURE,28.45
2024-10-26 11:36:39,SA-37/TEMPERATURE,28.92
2024-10-26 11:36:41,SA-37/TEMPERATURE,28.45
2024-10-26 11:36:47,SA-37/TEMPERATURE,28.92
2024-10-26 11:36:53,SA-37/TEMPERATURE,28.45
2024-10-26 11:36:55,SA-37/TEMPERATURE,28.92
2024-10-26 11:37:08,SA-37/TEMPERATURE,28.45
2024-10-26 11:37:09,SA-37/TEMPERATURE,28.92
2024-10-26 11:37:11,SA-37/TEMPERATURE,28.45
2024-10-26 11:37:13,SA-37/TEMPERATURE,28.92
2024-10-26 11:37:52,SA-37/TEMPERATURE,28.45
2024-10-26 11:37:53,SA-37/TEMPERATURE,28.92
2024-10-26 11:38:13,SA-37/TEMPERATURE,28.45
2024-10-26 11:38:15,SA-37/TEMPERATURE,28.92
2024-10-26 11:38:40,SA-37/TEMPERATURE,28.45
2024-10-26 11:38:45,SA-37/TEMPERATURE,28.92
2024-10-26 11:38:47,SA-37/TEMPERATURE,28.45
2024-10-26 11:38:49,SA-37/TEMPERATURE,28.92
2024-10-26 11:38:52,SA-37/TEMPERATURE,28.45
2024-10-26 11:38:59,SA-37/TEMPERATURE,28.92
2024-10-26 11:39:01,SA-37/TEMPERATURE,28.45
2024-10-26 11:39:43,SA-37/TEMPERATURE,27.98
2024-10-26 11:39:45,SA-37/TEMPERATURE,28.45
2024-10-26 11:39:49,SA-37/TEMPERATURE,27.98
2024-10-26 11:39:56,SA-37/TEMPERATURE,28.45
2024-10-26 11:39:57,SA-37/TEMPERATURE,27.98
2024-10-26 11:40:04,SA-37/TEMPERATURE,28.45
2024-10-26 11:40:06,SA-37/TEMPERATURE,27.98
2024-10-26 11:41:27,SA-37/TEMPERATURE,27.51
2024-10-26 11:41:29,SA-37/TEMPERATURE,27.98
2024-10-26 11:41:38,SA-37/TEMPERATURE,27.51
2024-10-26 11:41:41,SA-37/TEMPERATURE,27.98
2024-10-26 11:41:43,SA-37/TEMPERATURE,27.51
2024-10-26 11:41:43,SA-37/TEMPERATURE,27.98
2024-10-26 11:41:45,SA-37/TEMPERATURE,27.51
2024-10-26 11:41:51,SA-37/TEMPERATURE,27.98
2024-10-26 11:41:53,SA-37/TEMPERATURE,27.51
2024-10-26 11:41:57,SA-37/TEMPERATURE,27.98
2024-10-26 11:42:02,SA-37/TEMPERATURE,27.51
2024-10-26 11:42:03,SA-37/TEMPERATURE,27.98
2024-10-26 11:42:05,SA-37/LED_LEVEL,9
2024-10-26 11:42:06,SA-37/LED_LEVEL,10
2024-10-26 11:42:08,SA-37/LED_LEVEL,9
2024-10-26 11:42:08,SA-37/LED_LEVEL,8
2024-10-26 11:42:09,SA-37/LED_LEVEL,7
2024-10-26 11:42:10,SA-37/LED_LEVEL,6
2024-10-26 11:42:11,SA-37/TEMPERATURE,27.51
2024-10-26 11:42:15,SA-37/TEMPERATURE,27.98
2024-10-26 11:42:31,SA-37/TEMPERATURE,28.45
2024-10-26 11:42:33,SA-37/TEMPERATURE,27.98
2024-10-26 11:42:46,SA-37/TEMPERATURE,28.45
2024-10-26 11:42:48,SA-37/TEMPERATURE,27.98
2024-10-26 11:42:49,SA-37/TEMPERATURE,28.45
2024-10-26 11:42:52,SA-37/TEMPERATURE,27.98
2024-10-26 11:42:53,SA-37/TEMPERATURE,28.45
2024-10-26 11:42:55,SA-37/TEMPERATURE,27.98
2024-10-26 11:42:57,SA-37/TEMPERATURE,28.45
2024-10-26 11:43:00,SA-37/TEMPERATURE,27.98
2024-10-26 11:43:01,SA-37/TEMPERATURE,28.45
2024-10-26 11:43:12,SA-37/TEMPERATURE,27.98
2024-10-26 11:43:17,SA-37/TEMPERATURE,28.45
2024-10-26 11:43:19,SA-37/TEMPERATURE,27.98
2024-10-26 11:43:21,SA-37/TEMPERATURE,28.45
2024-10-26 11:43:23,SA-37/TEMPERATURE,27.98
2024-10-26 11:43:25,SA-37/TEMPERATURE,28.45
2024-10-26 11:44:15,SA-37/TEMPERATURE,28.92
2024-10-26 11:44:17,SA-37/TEMPERATURE,28.45
2024-10-26 11:44:21,SA-37/TEMPERATURE,28.92
2024-10-26 11:44:22,SA-37/TEMPERATURE,28.45
2024-10-26 11:44:35,SA-37/TEMPERATURE,28.92
2024-10-26 11:44:43,SA-37/TEMPERATURE,28.45
2024-10-26 11:45:03,SA-37/TEMPERATURE,28.92
2024-10-26 11:45:05,SA-37/TEMPERATURE,28.45
2024-10-26 11:45:08,SA-37/TEMPERATURE,28.92
2024-10-26 11:45:09,SA-37/TEMPERATURE,28.45
